segment_id,event_id,event_start,event_end,event_context,event_context_confidence,segment_length_meters,road_name,highway,osm_way_ids,u,v,key,buffer_radius_meters,minimum_clear_fraction,positive_exposure_fraction,source_resolution_class,corridor_area_square_meters,source_coverage_fraction,valid_observation_fraction,permanent_water_fraction,flood_exposed_fraction,flood_exposed_length_equivalent_meters,label,confidence,exclusion_reason
osm-7131628852-7131628847-1,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,77.693,Unnamed OSM road,service,763190058|763190059|763190062,7131628852,7131628847,1,250,0.75,0.05,coarse-modis-250m,223763.122,0.97356,0.97356,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7131701881-9694163557-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,323.736,Jalan Pemuda,primary,1053249591,7131701881,9694163557,0,250,0.75,0.05,coarse-modis-250m,358047.29,0.975933,0.975933,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7132187495-7132187498-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,51.015,Jalan Letnan Jenderal Suprapto,primary,750001530|492988946,7132187495,7132187498,0,250,0.75,0.05,coarse-modis-250m,221601.275,0.965316,0.965316,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7132187498-9009474493-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,17.111,Jalan Letnan Jenderal Suprapto,primary,492988946,7132187498,9009474493,0,250,0.75,0.05,coarse-modis-250m,204637.892,0.962477,0.962477,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7132270238-5374380799-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,186.293,Jalan Letnan Jenderal Suprapto,primary,766850322,7132270238,5374380799,0,250,0.75,0.05,coarse-modis-250m,289281.777,0.97186,0.97186,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7137519768-7137727237-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,272.485,Jalan Jenderal Ahmad Yani,trunk,764013594|449703678|763998191,7137519768,7137727237,0,250,0.75,0.05,coarse-modis-250m,332084.402,0.976553,0.976553,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7137574112-5380068218-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,104.846,Jalan Jenderal Ahmad Yani,trunk,689877064|764325452,7137574112,5380068218,0,250,0.75,0.05,coarse-modis-250m,248533.989,0.968388,0.968388,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7137652765-328320159-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,114.029,Unnamed OSM road,trunk_link,492988993,7137652765,328320159,0,250,0.75,0.05,coarse-modis-250m,251773.81,0.969864,0.969864,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7137727237-7246511033-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,16.412,Jalan Jenderal Ahmad Yani,trunk,449703678,7137727237,7246511033,0,250,0.75,0.05,coarse-modis-250m,204289.276,0.962182,0.962182,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7137820748-4548267014-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,58.717,Jalan Perintis Kemerdekaan,trunk,764030273,7137820748,4548267014,0,250,0.75,0.05,coarse-modis-250m,225455.183,0.965224,0.965224,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7140161059-6434930408-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,40.295,Jalan Bekasi Raya,trunk,836694112,7140161059,6434930408,0,250,0.75,0.05,coarse-modis-250m,216238.557,0.963894,0.963894,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7140306354-6434945508-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,54.41,Jalan Bekasi Raya,trunk,836694112,7140306354,6434945508,0,250,0.75,0.05,coarse-modis-250m,223299.945,0.965306,0.965306,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7147121113-7697810035-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,382.128,Jalan Yos Sudarso,trunk,562942144|562942145,7147121113,7697810035,0,250,0.75,0.05,coarse-modis-250m,387254.223,0.978022,0.978022,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7149726253-5487632874-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,107.102,Jalan Bekasi Raya,trunk,764238034,7149726253,5487632874,0,250,0.75,0.05,coarse-modis-250m,249662.065,0.968376,0.968376,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7152827727-10599212863-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,36.824,Jalan Cipinang Indah 2,tertiary,765866693,7152827727,10599212863,0,250,0.75,0.05,coarse-modis-250m,214459.367,0.964393,0.964393,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7156322369-316374602-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,27.08,Jalan Tanah Tinggi Barat,primary,750240454,7156322369,316374602,0,250,0.75,0.05,coarse-modis-250m,209617.858,0.963708,0.963708,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7192466992-1695811568-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,105.94,Jalan Karet Sawah II,residential,491265984|1109633895|770564584|157362027|697069495,7192466992,1695811568,0,250,0.75,0.05,coarse-modis-250m,247285.528,0.970734,0.970734,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7225096520-4800528564-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,22.681,Jalan Arief Rachman Hakim,primary,760613094,7225096520,4800528564,0,250,0.75,0.05,coarse-modis-250m,207384.712,0.967595,0.967595,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7226592293-7226690310-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,94.197,Jalan Pemuda,primary,763467199,7226592293,7226690310,0,250,0.75,0.05,coarse-modis-250m,243206.254,0.967561,0.967561,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7226690310-9684746119-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,43.501,Jalan Pemuda,primary,763467199,7226690310,9684746119,0,250,0.75,0.05,coarse-modis-250m,217842.171,0.964204,0.964204,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7226690317-1311842311-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,19.693,Jalan Pemuda,primary,763467199,7226690317,1311842311,0,250,0.75,0.05,coarse-modis-250m,205930.808,0.962423,0.962423,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7229469661-4776087714-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,25.968,Jalan Cipinang Cempedak,tertiary,484862899,7229469661,4776087714,0,250,0.75,0.05,coarse-modis-250m,209070.437,0.962697,0.962697,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7241544817-5227396653-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,43.856,Jalan Pemuda,primary,28775346,7241544817,5227396653,0,250,0.75,0.05,coarse-modis-250m,218020.18,0.963912,0.963912,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7241781245-315305416-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,19.738,Jalan Pedurenan Masjid Raya,tertiary,392820646,7241781245,315305416,0,250,0.75,0.05,coarse-modis-250m,205953.186,0.962218,0.962218,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7246473924-4564612508-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,30.73,Jalan Kyai Haji Mas Mansyur,primary,28219053,7246473924,4564612508,0,250,0.75,0.05,coarse-modis-250m,211450.923,0.920387,0.920387,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7246511033-7137652765-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,31.486,Jalan Jenderal Ahmad Yani,trunk,449703678,7246511033,7137652765,0,250,0.75,0.05,coarse-modis-250m,211830.464,0.963426,0.963426,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7246575157-5673840820-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,10.249,Jalan Letnan Jenderal Siswondo Parman,trunk,688117571,7246575157,5673840820,0,250,0.75,0.05,coarse-modis-250m,201205.99,0.961588,0.961588,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7249176145-104363249-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,46.069,Jalan Jatibaru,primary,755124264,7249176145,104363249,0,250,0.75,0.05,coarse-modis-250m,219126.554,0.964427,0.964427,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7260196327-1139139742-1,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,299.132,Jalan Letnan Jenderal MT Haryono,trunk,1235335425|1235335426|1235335427,7260196327,1139139742,1,250,0.75,0.05,coarse-modis-250m,345692.201,0.976072,0.976072,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7260204106-6331405436-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,89.21,Jalan Letnan Jenderal MT Haryono,trunk,749966273,7260204106,6331405436,0,250,0.75,0.05,coarse-modis-250m,240707.453,0.967189,0.967189,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7284085578-317417610-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,14.124,Jalan Brigadir Jenderal Katamso Darmokusumo,primary,28909838,7284085578,317417610,0,250,0.75,0.05,coarse-modis-250m,203144.524,0.960941,0.960941,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7400356402-1133343792-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,141.614,Jalan Tanah Manisan,tertiary,97705060,7400356402,1133343792,0,250,0.75,0.05,coarse-modis-250m,266916.757,0.970047,0.970047,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7400356402-95010735-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,12.803,Jalan D. I. Panjaitan,trunk,751673455,7400356402,95010735,0,250,0.75,0.05,coarse-modis-250m,202483.781,0.961938,0.961938,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7483895397-5372153187-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,43.466,Jalan Letnan Jenderal Siswondo Parman,trunk,1288609434,7483895397,5372153187,0,250,0.75,0.05,coarse-modis-250m,217824.592,0.964338,0.964338,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7483895436-7483895397-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,3.517,Jalan Letnan Jenderal Siswondo Parman,trunk,1288609434,7483895436,7483895397,0,250,0.75,0.05,coarse-modis-250m,197837.608,0.961046,0.961046,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7496439574-1321228566-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,37.211,Jalan Kolonel Soegiono,primary,754062956,7496439574,1321228566,0,250,0.75,0.05,coarse-modis-250m,214694.798,0.963552,0.963552,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7509918738-9691407991-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,5.173,Jalan Radin Inten,primary,119909339,7509918738,9691407991,0,250,0.75,0.05,coarse-modis-250m,198666.309,0.961216,0.961216,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7509918742-7496439574-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,10.744,Jalan Kolonel Soegiono,primary,754062956,7509918742,7496439574,0,250,0.75,0.05,coarse-modis-250m,201453.766,0.961688,0.961688,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7513762422-9075741779-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,15.963,Jalan Kebon Sirih,primary,248618360,7513762422,9075741779,0,250,0.75,0.05,coarse-modis-250m,204064.566,0.962086,0.962086,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7516900856-4548266264-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,37.311,Jalan Perintis Kemerdekaan,trunk,427815402,7516900856,4548266264,0,250,0.75,0.05,coarse-modis-250m,214745.493,0.963845,0.963845,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7530848743-11925999197-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,175.146,Jalan Jenderal Basuki Rahmat,primary,28851310,7530848743,11925999197,0,250,0.75,0.05,coarse-modis-250m,283688.947,0.971543,0.971543,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7570445358-4564851111-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,16.88,Jalan Profesor Doktor Satrio,primary,454203124,7570445358,4564851111,0,250,0.75,0.05,coarse-modis-250m,204523.472,0.792714,0.792714,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7576918586-2415817217-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,322.96,Jalan Tol Lingkar Wiyoto Wiyono,motorway,1221523254|1221523255,7576918586,2415817217,0,250,0.75,0.05,coarse-modis-250m,357658.316,0.97645,0.97645,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7576918597-7147121113-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,79.31,Jalan Yos Sudarso,trunk,562942144,7576918597,7147121113,0,250,0.75,0.05,coarse-modis-250m,235756.83,0.966715,0.966715,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7576934780-5379667162-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,138.425,Jalan Yos Sudarso,trunk,496592226,7576934780,5379667162,0,250,0.75,0.05,coarse-modis-250m,265327.131,0.969842,0.969842,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7595258503-6907592439-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,42.52,Jalan Dokter Sutomo,secondary,762052107,7595258503,6907592439,0,250,0.75,0.05,coarse-modis-250m,217351.321,0.964204,0.964204,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7614917291-13721122640-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,9.345,Unnamed OSM road,primary_link,1498241832,7614917291,13721122640,0,250,0.75,0.05,coarse-modis-250m,200753.475,0.961707,0.961707,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7614917300-5459048224-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,15.863,Jalan Salemba Raya,primary,711243598,7614917300,5459048224,0,250,0.75,0.05,coarse-modis-250m,204014.691,0.962037,0.962037,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7614917300-7614917291-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,74.95,Unnamed OSM road,primary_link,815244305,7614917300,7614917291,0,250,0.75,0.05,coarse-modis-250m,233140.487,0.968776,0.968776,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7647950148-1135179379-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,33.146,Jalan Otto Iskandar Dinata,primary,28765421,7647950148,1135179379,0,250,0.75,0.05,coarse-modis-250m,212661.772,0.963502,0.963502,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7694410074-5373977782-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,53.233,Jalan Letnan Jenderal Suprapto,primary,492988997,7694410074,5373977782,0,250,0.75,0.05,coarse-modis-250m,222711.527,0.964925,0.964925,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7697810034-5068494251-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,30.994,Unnamed OSM road,residential,824405509,7697810034,5068494251,0,250,0.75,0.05,coarse-modis-250m,211584.802,0.963313,0.963313,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7697810035-9529290217-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,107.875,Jalan Yos Sudarso,trunk,562942145,7697810035,9529290217,0,250,0.75,0.05,coarse-modis-250m,250045.744,0.968277,0.968277,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7697810036-7697810035-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,15.896,Unnamed OSM road,trunk_link,824405510,7697810036,7697810035,0,250,0.75,0.05,coarse-modis-250m,204030.906,0.962104,0.962104,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7756153690-5377076414-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,13.96,Jalan Kramat Raya,primary,758051339,7756153690,5377076414,0,250,0.75,0.05,coarse-modis-250m,203062.721,0.961969,0.961969,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7756153695-7120440775-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,23.305,Jalan Kramat Raya,primary,758051339,7756153695,7120440775,0,250,0.75,0.05,coarse-modis-250m,207738.228,0.962737,0.962737,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7756168367-4750115942-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,31.65,Jalan Salemba Raya,primary,830697315,7756168367,4750115942,0,250,0.75,0.05,coarse-modis-250m,211913.131,0.963271,0.963271,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7756197690-9013826114-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,13.479,Jalan Salemba Raya,primary,830698409,7756197690,9013826114,0,250,0.75,0.05,coarse-modis-250m,202821.871,0.961841,0.961841,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7760892449-7697810034-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,8.237,Jalan Yos Sudarso,trunk,562942145,7760892449,7697810034,0,250,0.75,0.05,coarse-modis-250m,200199.455,0.961539,0.961539,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-7805088053-7003228710-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,34.846,Jalan Kolonel Soegiono,primary,744559390,7805088053,7003228710,0,250,0.75,0.05,coarse-modis-250m,213511.931,0.964021,0.964021,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8132773400-1325257182-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,102.883,Jalan D. I. Panjaitan,trunk,558669208|756405444|1301577988,8132773400,1325257182,0,250,0.75,0.05,coarse-modis-250m,247556.087,0.96982,0.96982,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8132787924-309086906-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,914.19,Jalan Tol Insinyur Wiyoto Wiyono,motorway,754381986,8132787924,309086906,0,250,0.75,0.05,coarse-modis-250m,653452.225,0.9851,0.9851,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8208701324-6334849877-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,202.11,Jalan Kyai Haji Mas Mansyur,primary,699354251|699354247,8208701324,6334849877,0,250,0.75,0.05,coarse-modis-250m,297190.509,0.972531,0.972531,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8313092690-1315069362-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,62.385,Jalan Pemuda,primary,763467199,8313092690,1315069362,0,250,0.75,0.05,coarse-modis-250m,227290.489,0.965563,0.965563,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8313442289-8488635417-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,19.187,Jalan Karet Pedurenan Raya,tertiary,28132208,8313442289,8488635417,0,250,0.75,0.05,coarse-modis-250m,205677.546,0.962677,0.962677,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8434800015-1675426459-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,26.17,Jalan Gunung Sahari Raya,primary,1490846128|1001445850,8434800015,1675426459,0,250,0.75,0.05,coarse-modis-250m,209171.586,0.963039,0.963039,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8478023954-4499976535-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,30.081,Jalan Kyai Haji Mas Mansyur,primary,699354251,8478023954,4499976535,0,250,0.75,0.05,coarse-modis-250m,211128.205,0.963327,0.963327,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8481827349-9685151098-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,65.618,Jalan Pemuda,primary,763467199,8481827349,9685151098,0,250,0.75,0.05,coarse-modis-250m,228907.863,0.965685,0.965685,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8488629808-8313442289-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,5.739,Jalan Karet Pedurenan Raya,tertiary,28132208,8488629808,8313442289,0,250,0.75,0.05,coarse-modis-250m,198949.344,0.961366,0.961366,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8488635417-8488629813-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,87.002,Unnamed OSM road,service,1102672126|913809183,8488635417,8488629813,0,250,0.75,0.05,coarse-modis-250m,238382.285,0.967453,0.967453,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8488635421-8488635417-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,20.234,Jalan Karet Pedurenan Raya,tertiary,28132208,8488635421,8488635417,0,250,0.75,0.05,coarse-modis-250m,206201.309,0.962074,0.962074,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8488921432-9009735918-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,29.95,Jalan Salemba Raya,primary,699651421,8488921432,9009735918,0,250,0.75,0.05,coarse-modis-250m,211062.524,0.963275,0.963275,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8499454046-393856973-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,64.222,Jalan Pangeran Jayakarta,secondary,1294695407,8499454046,393856973,0,250,0.75,0.05,coarse-modis-250m,228209.155,0.965648,0.965648,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8500012435-6334537728-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,51.293,Jalan Garuda,secondary,37018609,8500012435,6334537728,0,250,0.75,0.05,coarse-modis-250m,221740.675,0.96476,0.96476,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8502330159-6806925400-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,23.122,Jalan Jenderal Basuki Rahmat,primary,28847119,8502330159,6806925400,0,250,0.75,0.05,coarse-modis-250m,207646.607,0.962738,0.962738,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8503624788-4986680280-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,78.87,Jalan Penjernihan 1,primary,28779908,8503624788,4986680280,0,250,0.75,0.05,coarse-modis-250m,235538.01,0.96668,0.96668,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
osm-8504122967-352897085-0,DFO_3280_From_20080301_to_20080403,2008-03-01,2008-04-03,remote_event_centroid_with_isolated_pilot_pixel,low,22.735,Jalan Jatinegara Timur,primary,691270311,8504122967,352897085,0,250,0.75,0.05,coarse-modis-250m,207452.752,0.963716,0.963716,0.0,0.0,0.0,unknown,excluded,event_context_not_jakarta
